City,Converted,Country,Created Date,Dead Reason,Email Opt Out,Industry,Key Account,Last Status Change,Lead ID,Lead Source,Lead Status at Conversion,LeadRecordType,LS Team Notified,Next_Step__c (Leads),Pardot Conversion Date,Pardot Created Date,Pardot First Activity,Pardot Last Activity,Primary Research Application,Product Category,Record Type ID,SS Team Notified,State/Province,Status,Campaign Membership Count,Pardot Score
Bothell,FALSE,United States,08-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-02-2021,00Q5A00001RBe4xUAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,08-02-2021,11-02-2021,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Nurturing,1,0
South San Francisco,FALSE,United States,08-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-02-2021,00Q5A00001RBe54UAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,08-02-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Nurturing,1,2
Bothell,FALSE,United States,08-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-02-2021,00Q5A00001RBe55UAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,08-02-2021,11-02-2021,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Nurturing,1,1
Lake Forest,FALSE,United States,08-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-02-2021,00Q5A00001RBe5EUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,08-02-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Illinois,Nurturing,1,0
South San Francisco,FALSE,United States,08-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-02-2021,00Q5A00001RBe5JUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,08-02-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Nurturing,1,1
Bothell,FALSE,United States,08-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-02-2021,00Q5A00001RBe5LUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,08-02-2021,11-02-2021,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Nurturing,1,0
Bothell,FALSE,United States,08-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-02-2021,00Q5A00001RBe5OUAT,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,08-02-2021,11-02-2021,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Nurturing,1,0
Leiden,FALSE,The Netherlands,09-11-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,09-11-2020,00Q5A00001RGPgcUAH,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,09-11-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Algeria,FALSE,Algeria,14-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,14-12-2020,00Q5A00001RAUnsUAH,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,14-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,2,0
Los Angeles,FALSE,United States,08-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,14-04-2021,00Q5A00001RBe53UAD,Trade Show,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,08-02-2021,11-02-2021,14-06-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Nurturing,2,36
Dubai,FALSE,United Arab Emirates,15-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,15-12-2020,00Q5A00001RAkT9UAL,Webinar,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,15-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,2,1
Los Angeles,FALSE,United States,15-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,29-03-2021,00Q5A00001RAkTGUA1,Webinar,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,15-12-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Nurturing,2,2
Limerick,FALSE,United States,23-12-2019,N/A - Active Lead,FALSE,Life Sciences,FALSE,23-12-2019,00Q5A00001OXAfHUAX,Industry Event,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,23-12-2019,04-02-2020,04-02-2020,Biotherapeutics,Uncategorized,0125A000001ESVdQAO,FALSE,Pennsylvania,Nurturing,1,0
Waltham,FALSE,United States,16-10-2020,Incompatible research focus,FALSE,Life Sciences,FALSE,22-03-2021,00Q5A00001RFobuUAD,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,08-10-2020,15-10-2020,15-10-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Massachusetts,Disqualified,0,41
Berkeley,FALSE,United States,09-04-2020,Incompatible research focus,FALSE,Life Sciences,FALSE,07-01-2021,00Q5A00001OZw6kUAD,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,02-04-2020,09-04-2020,08-01-2021,Not Specified,System,0125A000001ESVdQAO,FALSE,California,Disqualified,1,71
Davis,FALSE,United States,13-04-2020,Incompatible research focus,FALSE,Life Sciences,FALSE,11-12-2020,00Q5A00001OZxapUAD,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,02-04-2020,13-04-2020,01-12-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,California,Disqualified,1,57
San Antonio,FALSE,Unknown Country,16-01-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,18-05-2021,00Q5A00001OXbfAUAT,Industry Event,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,16-01-2020,05-04-2021,14-04-2021,Not Specified,System,0125A000001ESVdQAO,FALSE,Texas,MQL,1,42
Hyogo,FALSE,Japan,28-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001OaEVKUA3,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,27-04-2020,28-04-2020,01-04-2021,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,MQL,5,40
Austin,FALSE,United States,13-01-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,13-01-2021,00Q5A00001RBEaLUAX,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,13-01-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Texas,Nurturing,0,3
Porto,FALSE,Portugal,22-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,22-02-2021,00Q5A00001RBqWTUA1,Eblasts,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,30-03-2020,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,0,1
Unknown City,FALSE,China,08-12-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,08-12-2020,00Q5A00001RAPcaUAH,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,08-12-2020,,,Not Specified,System,0125A000001ESVdQAO,FALSE,Chengdu,Nurturing,0,5
Niigata,FALSE,Japan,28-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,28-04-2020,00Q5A00001OaEVlUAN,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,27-04-2020,28-04-2020,30-06-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,1
Glenwood,FALSE,South Africa,28-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001OaEXnUAN,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,27-04-2020,28-04-2020,28-04-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,2
New York City,FALSE,United States,16-01-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,26-04-2021,00Q5A00001OXbiJUAT,Industry Event,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,16-01-2020,16-03-2020,12-04-2021,Not Specified,System,0125A000001ESVdQAO,FALSE,New York,Nurturing,4,2
South San Francisco,FALSE,United States,13-01-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,13-01-2021,00Q5A00001RBETAUA5,Field Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,13-01-2021,,,Not Specified,System,0125A000001ESVdQAO,FALSE,California,Nurturing,0,1
Fremont,FALSE,United States,09-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,19-01-2021,00Q5A00001OZw4zUAD,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,08-04-2020,09-04-2020,29-10-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,California,Nurturing,1,0
Bunkyo City,FALSE,Japan,28-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,21-10-2020,00Q5A00001OaEW7UAN,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,27-04-2020,28-04-2020,02-03-2021,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,7,11
Dublin,FALSE,Ireland,09-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001OZw2nUAD,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,30-03-2020,09-04-2020,22-07-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,46
Notre Dame,FALSE,United States,13-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,15-04-2021,00Q5A00001OZxZmUAL,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,02-04-2020,13-04-2020,13-04-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Indiana,Nurturing,0,4
Raleigh,FALSE,United States,20-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,15-04-2021,00Q5A00001Oa6JWUAZ,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,02-04-2020,20-04-2020,17-09-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,North Carolina,Nurturing,0,4
Logan,FALSE,United States,10-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,10-04-2020,00Q5A00001OZwBGUA1,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,02-04-2020,10-04-2020,10-04-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Utah,Nurturing,1,1
Boston,FALSE,United States,28-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,28-04-2020,00Q5A00001OaEVTUA3,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,27-04-2020,28-04-2020,30-06-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Massachusetts,Nurturing,1,0
80078 Pozzuoli,FALSE,Italy,28-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,28-04-2020,00Q5A00001OaEVdUAN,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,27-04-2020,28-04-2020,30-06-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,4
Boston,FALSE,United States,28-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,28-04-2020,00Q5A00001OaEVhUAN,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,27-04-2020,28-04-2020,30-06-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Massachusetts,Nurturing,1,1
Rockville,FALSE,United States,22-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,15-04-2021,00Q5A00001Oa9D6UAJ,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,30-03-2020,22-04-2020,29-12-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Maryland,Nurturing,2,0
New York,FALSE,United States,28-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,04-12-2020,00Q5A00001OaEY2UAN,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,27-04-2020,28-04-2020,12-04-2021,Not Specified,System,0125A000001ESVdQAO,FALSE,New York,Nurturing,7,12
Philadelphia,FALSE,United States,09-04-2020,Non responsive,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001OZw2LUAT,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,02-04-2020,09-04-2020,11-12-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Pennsylvania,Nurturing,4,1
Unknown City,FALSE,Russia,14-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001OZyDrUAL,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,30-03-2020,14-04-2020,01-10-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,44
Ingelheim Am Rhein,FALSE,Germany,31-03-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001OZdQvUAL,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,30-03-2020,31-03-2020,15-03-2021,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,40
Bronx,FALSE,United States,13-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,14-04-2021,00Q5A00001OZxq4UAD,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,02-04-2020,13-04-2020,31-08-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,New York,Nurturing,1,2
Baltimore,FALSE,United States,25-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,25-04-2020,00Q5A00001OaCCDUA3,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,02-04-2020,25-04-2020,25-04-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Maryland,Nurturing,1,3
Bad Homburg,FALSE,Germany,10-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,10-04-2020,00Q5A00001OZwb2UAD,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,30-03-2020,10-04-2020,10-04-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,1
New York City,FALSE,United States,03-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,14-04-2021,00Q5A00001OZgeXUAT,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,02-04-2020,03-04-2020,24-03-2021,Not Specified,System,0125A000001ESVdQAO,FALSE,New York,Nurturing,3,1
New York City,FALSE,United States,13-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,14-04-2021,00Q5A00001OZxZ3UAL,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,02-04-2020,03-04-2020,18-03-2021,Not Specified,System,0125A000001ESVdQAO,FALSE,New York,Nurturing,3,3
"Biberach An Der Riß, Baden-Württemberg",FALSE,Germany,10-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001OZwXAUA1,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,06-08-2019,10-04-2020,19-12-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Unknown,MQL,2,40
Unknown City,FALSE,United States,20-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,20-04-2020,00Q5A00001Oa7S5UAJ,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,30-03-2020,20-04-2020,20-04-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Washington,Nurturing,1,0
Unknown City,FALSE,United States,31-03-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,14-04-2021,00Q5A00001OZdRBUA1,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,30-03-2020,31-03-2020,31-03-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Washington,Nurturing,1,0
Seattle,FALSE,United States,10-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,14-04-2021,00Q5A00001OZwjBUAT,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,30-03-2020,10-04-2020,10-04-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,Washington,Nurturing,1,1
Irvine,FALSE,United States,10-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,14-04-2021,00Q5A00001OZwX5UAL,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,30-03-2020,10-04-2020,18-03-2021,Not Specified,System,0125A000001ESVdQAO,FALSE,California,Nurturing,2,0
Oak Ridge,FALSE,United States,28-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,14-04-2021,00Q5A00001OaEa3UAF,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,27-04-2020,28-04-2020,24-03-2021,Not Specified,System,0125A000001ESVdQAO,FALSE,Tennessee,Nurturing,2,0
Fremont,FALSE,United States,09-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,14-04-2021,00Q5A00001OZw2TUAT,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,30-03-2020,09-04-2020,18-12-2020,Not Specified,System,0125A000001ESVdQAO,FALSE,California,Nurturing,3,0
Oak Ridge,FALSE,United States,28-04-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,14-04-2021,00Q5A00001OaErlUAF,Prospecting Journey,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,04-02-2019,28-04-2020,25-03-2021,Not Specified,System,0125A000001ESVdQAO,FALSE,Tennessee,Nurturing,3,0
Madison,FALSE,United States,23-10-2020,N/A - Active Lead,FALSE,Life Sciences,FALSE,29-03-2021,00Q5A00001RG35XUAT,Google Natural Search,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,14-08-2020,03-04-2020,18-05-2021,Not Specified,System,0125A000001ESVdQAO,FALSE,Wisconsin,Nurturing,0,2
Unknown City,FALSE,United States,04-01-2021,Other,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RB1pvUAD,Advertisement,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,04-01-2021,04-01-2021,19-12-2020,18-01-2021,Biotherapeutics,Uncategorized,0125A000001ESVdQAO,FALSE,California,Disqualified,2,244
Unknown City,FALSE,Unknown Country,12-03-2021,Other,FALSE,Life Sciences,FALSE,17-03-2021,00Q5A00001RC9m1UAD,Twitter,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,12-03-2021,12-03-2021,12-03-2021,31-03-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Disqualified,2,65
Unknown City,FALSE,Unknown Country,07-03-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,07-03-2021,00Q5A00001RC4QeUAL,Google Natural Search,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,07-03-2021,07-03-2021,07-03-2021,07-03-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,40
Unknown City,FALSE,Unknown Country,25-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RBubBUAT,Sales Seminar,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,25-02-2021,25-02-2021,25-02-2021,25-02-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Unknown City,FALSE,Unknown Country,26-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RBv57UAD,Sales Seminar,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,26-02-2021,26-02-2021,26-02-2021,26-02-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Cleveland,FALSE,United States,19-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,28-06-2021,00Q5A00001RBnhkUAD,Advertisement,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,19-02-2021,19-02-2021,19-02-2021,08-04-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Ohio,Nurturing,1,0
Boston,FALSE,United States,14-03-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,26-05-2021,00Q5A00001RCF0LUAX,Advertisement,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,14-03-2021,14-03-2021,14-03-2021,14-03-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,Nurturing,1,1
Unknown City,FALSE,Unknown Country,26-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RBw4kUAD,Google Natural Search,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,26-02-2021,26-02-2021,13-11-2020,26-02-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Unknown City,FALSE,Unknown Country,18-03-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,18-03-2021,00Q5A00001RCJk6UAH,Advertisement,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,18-03-2021,18-03-2021,18-03-2021,19-03-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,County (Optional),Nurturing,1,0
Unknown City,FALSE,Unknown Country,26-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RBvAbUAL,LinkedIn,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,26-02-2021,26-02-2021,26-02-2021,26-02-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,4
Unknown City,FALSE,Unknown Country,26-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RBvJiUAL,LinkedIn,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,26-02-2021,26-02-2021,26-02-2021,16-03-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Unknown City,FALSE,Unknown Country,02-03-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RC03TUAT,Sales Seminar,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,02-03-2021,02-03-2021,02-03-2021,13-04-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,2,31
Unknown City,FALSE,Unknown Country,03-03-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RC10YUAT,Twitter,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,03-03-2021,03-03-2021,03-03-2021,03-03-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,2
Unknown City,FALSE,Unknown Country,10-03-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,11-04-2021,00Q5A00001RC7WaUAL,Twitter,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,10-03-2021,10-03-2021,10-03-2021,10-03-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Unknown City,FALSE,Unknown Country,18-02-2021,Reason Not Recorded,FALSE,Life Sciences,FALSE,13-04-2021,00Q5A00001RBn0OUAT,Other,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,18-02-2021,18-02-2021,18-02-2021,18-02-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Disqualified,2,1
Non-Us,FALSE,Belgium,11-02-2021,Other,FALSE,Life Sciences,FALSE,02-03-2021,00Q5A00001RBgxKUAT,Social,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,11-02-2021,11-02-2021,26-01-2021,09-04-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Brussels,Disqualified,1,130
Unknown City,FALSE,Usa,10-02-2021,Other,FALSE,Life Sciences,FALSE,22-02-2021,00Q5A00001RBgfbUAD,Social,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,10-02-2021,10-02-2021,10-02-2021,07-04-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,Disqualified,1,92
Unknown City,FALSE,United States,16-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,22-02-2021,00Q5A00001RBklEUAT,Social,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,16-02-2021,16-02-2021,16-02-2021,16-02-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Minnesota,MQL,1,41
Sydney,FALSE,Australia,12-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,19-02-2021,00Q5A00001RBikLUAT,Webinar,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,08-02-2021,08-02-2021,08-02-2021,10-02-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,40
San Diego,FALSE,United States,12-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,19-02-2021,00Q5A00001RBikNUAT,Webinar,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,09-02-2021,09-02-2021,09-02-2021,09-02-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,MQL,1,40
Unknown City,FALSE,United Kingdom,12-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,19-02-2021,00Q5A00001RBikTUAT,Webinar,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,09-02-2021,09-02-2021,09-02-2021,18-02-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,45
North Bitola,FALSE,Macedonia,12-02-2021,N/A - Active Lead,FALSE,Life Sciences,FALSE,19-02-2021,00Q5A00001RBikZUAT,Webinar,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,09-02-2021,09-02-2021,09-02-2021,18-02-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,MQL,1,43
